entity_relation_ids,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 8748, 8748, 0, 17970, 17970, 0, 14261, 14261, 14261, 0, 8748, 8748, 0, 17804, 0, 3983, 3983, 3983, 0, 8748, 8748, 0, 17782, 0, 11015, 11015, 11015, 11015, 0, 8748, 8748, 0, 17783, 17783, 0, 11015, 11015, 11015, 11015, 0, 8748, 8748, 0, 17811, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14261, 14261, 14261, 0, 0, 0, 0, 0, 0, 0]","[[8748, 17970, 14261], [8748, 17804, 3983], [8748, 17782, 11015], [8748, 17783, 11015], [8748, 17811, 1]]",{8748: 6},Given the knowledge: newfoundland<sep> narrative location<sep> the shipping news<triple> newfoundland<sep> continent<sep> north america<triple> newfoundland<sep> capital<sep> st. john's<triple> newfoundland<sep> capital of<sep> st. john's<triple> newfoundland<sep> country<sep> canada Text to check:newfoundland is the island where the shipping news novel's story is set.,[],['newfoundland'],0,2097
"[0, 0, 0, 0, 0, 11033, 11033, 11033, 11033, 0, 17802, 17802, 17802, 17802, 0, 2100, 2100, 2100, 0, 11033, 11033, 11033, 11033, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 2100, 2100, 2100, 0, 11033, 11033, 11033, 11033, 0, 17802, 17802, 17802, 17802, 0, 14728, 14728, 14728, 0, 11033, 11033, 11033, 11033, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 14728, 14728, 14728, 0, 11033, 11033, 11033, 11033, 0, 17782, 0, 2100, 2100, 2100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2100, 2100, 2100, 0, 0, 0, 0, 0]","[[11033, 17802, 2100], [11033, 17935, 2100], [11033, 17802, 14728], [11033, 17935, 14728], [11033, 17782, 2100]]",{11033: 7},Given the knowledge: beaufort county<sep> contains administrative territorial entity<sep> beaufort<triple> beaufort county<sep> located in the administrative territorial entity<sep> beaufort<triple> beaufort county<sep> contains administrative territorial entity<sep> south carolina<triple> beaufort county<sep> located in the administrative territorial entity<sep> south carolina<triple> beaufort county<sep> capital<sep> beaufort Text to check:beaufort county is the administrative territorial entity that has beaufort as a capital.,[],['beaufort county'],0,57
"[0, 0, 0, 0, 0, 974, 974, 974, 974, 974, 0, 17916, 0, 10080, 10080, 0, 974, 974, 974, 974, 974, 0, 17860, 17860, 0, 10396, 10396, 0, 974, 974, 974, 974, 974, 0, 17916, 0, 7797, 0, 974, 974, 974, 974, 974, 0, 17916, 0, 3164, 3164, 0, 974, 974, 974, 974, 974, 0, 17916, 0, 15741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[974, 17916, 10080], [974, 17860, 10396], [974, 17916, 7797], [974, 17916, 3164], [974, 17916, 15741]]",{974: 27},Given the knowledge: david a. stewart<sep> instrument<sep> sitar<triple> david a. stewart<sep> famous people<sep> pop rock<triple> david a. stewart<sep> instrument<sep> piano<triple> david a. stewart<sep> instrument<sep> synthesizer<triple> david a. stewart<sep> instrument<sep> guitar Text to check:david a. stewart is influenced by gena rowlands.,['david a. stewart'],['reese witherspoon'],1,772
"[0, 0, 0, 0, 0, 10250, 10250, 10250, 10250, 0, 17785, 17785, 0, 10803, 10803, 10803, 0, 10250, 10250, 10250, 10250, 0, 17785, 17785, 0, 12016, 12016, 12016, 12016, 12016, 12016, 0, 10250, 10250, 10250, 10250, 0, 17785, 17785, 0, 6533, 6533, 6533, 6533, 0, 10250, 10250, 10250, 10250, 0, 17785, 17785, 0, 17159, 0, 10250, 10250, 10250, 10250, 0, 17773, 17773, 0, 15798, 15798, 15798, 15798, 15798, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10250, 10250, 10250, 10250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[10250, 17785, 10803], [10250, 17785, 12016], [10250, 17785, 6533], [10250, 17785, 17159], [10250, 17773, 15798]]","{10803: 33, 10250: 40}",Given the knowledge: susan sarandon<sep> cast member<sep> cats & dogs<triple> susan sarandon<sep> cast member<sep> thelma & louise<triple> susan sarandon<sep> cast member<sep> that's my boy<triple> susan sarandon<sep> cast member<sep> enchanted<triple> susan sarandon<sep> award received<sep> academy award for best actress Text to check:cats & dogs is the movie that had susan sarandon and jack mcbrayer casted.,[],['cats & dogs'],0,2427
"[0, 0, 0, 0, 0, 13998, 13998, 13998, 0, 17871, 17871, 0, 6615, 6615, 6615, 6615, 6615, 6615, 6615, 6615, 6615, 6615, 0, 13998, 13998, 13998, 0, 17970, 17970, 0, 6615, 6615, 6615, 6615, 6615, 6615, 6615, 6615, 6615, 6615, 0, 13998, 13998, 13998, 0, 18022, 18022, 18022, 0, 1527, 1527, 1527, 1527, 1527, 1527, 0, 13998, 13998, 13998, 0, 18020, 18020, 18020, 0, 14416, 14416, 14416, 14416, 14416, 0, 13998, 13998, 13998, 0, 17871, 17871, 0, 7572, 7572, 7572, 7572, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13998, 13998, 13998, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[13998, 17871, 6615], [13998, 17970, 6615], [13998, 18022, 1527], [13998, 18020, 14416], [13998, 17871, 7572]]",{13998: 462},"Given the knowledge: california<sep> filming location<sep> anchorman: the legend of ron burgundy<triple> california<sep> narrative location<sep> anchorman: the legend of ron burgundy<triple> california<sep> place of death<sep> edgar rice burroughs<triple> california<sep> place of birth<sep> robert elswit<triple> california<sep> filming location<sep> the grapes of wrath Text to check:metal blade records is headquartered in california, the story setting of xxx.",[],['metal blade records'],0,1465
"[0, 0, 0, 0, 0, 11888, 11888, 11888, 11888, 0, 18034, 0, 1526, 1526, 1526, 0, 11888, 11888, 11888, 11888, 0, 18020, 18020, 18020, 0, 10416, 10416, 10416, 0, 11888, 11888, 11888, 11888, 0, 18034, 0, 16809, 16809, 16809, 0, 11888, 11888, 11888, 11888, 0, 17979, 17979, 0, 17031, 17031, 17031, 17031, 17031, 0, 11888, 11888, 11888, 11888, 0, 17813, 17813, 17813, 0, 10881, 10881, 10881, 10881, 10881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11888, 11888, 11888, 11888, 0, 0]","[[11888, 18034, 1526], [11888, 18020, 10416], [11888, 18034, 16809], [11888, 17979, 17031], [11888, 17813, 10881]]",{11888: 7},Given the knowledge: tony thomas<sep> producer<sep> the golden girls<triple> tony thomas<sep> place of birth<sep> los angeles<triple> tony thomas<sep> producer<sep> dead poets society<triple> tony thomas<sep> nominated for<sep> academy award for best picture<triple> tony thomas<sep> country of citizenship<sep> united states of america Text to check:the golden girls was produced by tony thomas.,[],['tony thomas'],0,1951
"[0, 0, 0, 0, 0, 3487, 3487, 3487, 0, 17942, 17942, 17942, 0, 16569, 16569, 16569, 16569, 0, 3487, 3487, 3487, 0, 18009, 18009, 0, 12044, 12044, 12044, 0, 3487, 3487, 3487, 0, 18009, 18009, 0, 11135, 11135, 11135, 0, 3487, 3487, 3487, 0, 18006, 18006, 0, 14080, 14080, 0, 3487, 3487, 3487, 0, 18009, 18009, 0, 11765, 11765, 11765, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[3487, 17942, 16569], [3487, 18009, 12044], [3487, 18009, 11135], [3487, 18006, 14080], [3487, 18009, 11765]]",{3487: 19},Given the knowledge: viacom<sep> location of formation<sep> new york city<triple> viacom<sep> parent organization<sep> black entertainment television<triple> viacom<sep> parent organization<sep> nickelodeon<triple> viacom<sep> owner of<sep> paramount vantage<triple> viacom<sep> parent organization<sep> vh1 Text to check:viacom is the agent that owns the film production company that is an inconvenient truth's distributor.,[],['viacom'],0,3046
"[0, 0, 0, 0, 0, 5531, 5531, 5531, 5531, 5531, 0, 17860, 17860, 0, 13221, 13221, 0, 5531, 5531, 5531, 5531, 5531, 0, 17860, 17860, 0, 10527, 0, 5531, 5531, 5531, 5531, 5531, 0, 17860, 17860, 0, 10850, 10850, 10850, 0, 5531, 5531, 5531, 5531, 5531, 0, 17860, 17860, 0, 9338, 9338, 0, 5531, 5531, 5531, 5531, 5531, 0, 17860, 17860, 0, 14229, 14229, 14229, 14229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5531, 5531, 5531, 5531, 5531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9338, 9338, 0, 0]","[[5531, 17860, 13221], [5531, 17860, 10527], [5531, 17860, 10850], [5531, 17860, 9338], [5531, 17860, 14229]]",{5531: 41},Given the knowledge: hikaru utada<sep> famous people<sep> pop music<triple> hikaru utada<sep> famous people<sep> funk<triple> hikaru utada<sep> famous people<sep> britpop<triple> hikaru utada<sep> famous people<sep> instrumental music<triple> hikaru utada<sep> famous people<sep> contemporary r&b Text to check:the music that has famous people hikaru utada and that has famous people vangelis is instrumental music.,[],['instrumental music'],0,919
"[0, 0, 0, 0, 0, 10512, 10512, 10512, 0, 18066, 18066, 18066, 0, 16023, 16023, 16023, 16023, 0, 10512, 10512, 10512, 0, 18066, 18066, 18066, 0, 16023, 16023, 16023, 16023, 0, 10512, 10512, 10512, 0, 18020, 18020, 18020, 0, 12257, 12257, 12257, 12257, 0, 10512, 10512, 10512, 0, 18020, 18020, 18020, 0, 12144, 12144, 12144, 12144, 12144, 12144, 12144, 0, 10512, 10512, 10512, 0, 18022, 18022, 18022, 0, 6590, 6590, 6590, 6590, 6590, 6590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10512, 10512, 10512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[10512, 18066, 16023], [10512, 18066, 16023], [10512, 18020, 12257], [10512, 18020, 12144], [10512, 18022, 6590]]","{16023: 5, 10512: 104}","Given the knowledge: new orleans<sep> shares border with<sep> jefferson parish<triple> new orleans<sep> shares border with<sep> jefferson parish<triple> new orleans<sep> place of birth<sep> john williams<triple> new orleans<sep> place of birth<sep> harry connick jr.<triple> new orleans<sep> place of death<sep> j. michael riva Text to check:jefferson parish has a border with new orleans, where sam trammell was born.",[],['jefferson parish'],0,462
"[0, 0, 0, 0, 0, 4281, 4281, 4281, 0, 18020, 18020, 18020, 0, 7946, 7946, 7946, 7946, 7946, 0, 4281, 4281, 4281, 0, 18020, 18020, 18020, 0, 2788, 2788, 2788, 2788, 2788, 2788, 0, 4281, 4281, 4281, 0, 17811, 0, 1, 1, 0, 4281, 4281, 4281, 0, 18055, 0, 7946, 7946, 7946, 7946, 7946, 0, 4281, 4281, 4281, 0, 17782, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[4281, 18020, 7946], [4281, 18020, 2788], [4281, 17811, 1], [4281, 18055, 7946], [4281, 17782, 1]]",{4281: 59},Given the knowledge: ottawa<sep> place of birth<sep> jay baruchel<triple> ottawa<sep> place of birth<sep> alanis morissette<triple> ottawa<sep> country<sep> canada<triple> ottawa<sep> residence<sep> jay baruchel<triple> ottawa<sep> capital<sep> canada Text to check:ottawa is bordered by london symphony orchestra.,['london symphony orchestra'],['gatineau'],1,1431
"[0, 0, 0, 0, 0, 6970, 6970, 0, 17973, 17973, 0, 14842, 14842, 14842, 14842, 14842, 14842, 0, 6970, 6970, 0, 18003, 18003, 18003, 18003, 18003, 18003, 18003, 0, 6615, 6615, 6615, 6615, 6615, 6615, 6615, 6615, 6615, 6615, 0, 6970, 6970, 0, 18003, 18003, 18003, 18003, 18003, 18003, 18003, 0, 82, 82, 82, 0, 6970, 6970, 0, 18003, 18003, 18003, 18003, 18003, 18003, 18003, 0, 16806, 16806, 16806, 16806, 16806, 16806, 0, 6970, 6970, 0, 18003, 18003, 18003, 18003, 18003, 18003, 18003, 0, 15366, 15366, 15366, 15366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6970, 6970, 0, 0, 0, 0, 0, 0, 0, 0]","[[6970, 17973, 14842], [6970, 18003, 6615], [6970, 18003, 82], [6970, 18003, 16806], [6970, 18003, 15366]]","{14842: 29, 6970: 197}",Given the knowledge: spanish<sep> native language<sep> antonio banderas<triple> spanish<sep> original language of film or tv show<sep> anchorman: the legend of ron burgundy<triple> spanish<sep> original language of film or tv show<sep> in america<triple> spanish<sep> original language of film or tv show<sep> close encounters of the third kind<triple> spanish<sep> original language of film or tv show<sep> from dusk till dawn Text to check:antonio banderas performed in the spanish-language puss in boots.,[],['antonio banderas'],0,382
"[0, 0, 0, 0, 0, 17334, 17334, 17334, 17334, 0, 17758, 17758, 17758, 17758, 0, 8732, 8732, 8732, 8732, 8732, 8732, 8732, 8732, 8732, 0, 17334, 17334, 17334, 17334, 0, 18058, 18058, 0, 8732, 8732, 8732, 8732, 8732, 8732, 8732, 8732, 8732, 0, 17334, 17334, 17334, 17334, 0, 17853, 17853, 0, 8732, 8732, 8732, 8732, 8732, 8732, 8732, 8732, 8732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17334, 17334, 17334, 17334, 0, 0]","[[17334, 17758, 8732], [17334, 18058, 8732], [17334, 17853, 8732]]",{17334: 30},Given the knowledge: douglas adams<sep> after a work by<sep> the hitchhiker's guide to the galaxy<triple> douglas adams<sep> screenwriter<sep> the hitchhiker's guide to the galaxy<triple> douglas adams<sep> executive producer<sep> the hitchhiker's guide to the galaxy Text to check:the hitchhiker's guide to the galaxy was penned by douglas adams.,[],"[""the hitchhiker's guide to the galaxy""]",0,3273
"[0, 0, 0, 0, 0, 5288, 5288, 5288, 0, 17848, 17848, 0, 10036, 10036, 10036, 10036, 10036, 0, 5288, 5288, 5288, 0, 18020, 18020, 18020, 0, 13415, 13415, 0, 5288, 5288, 5288, 0, 17848, 17848, 0, 14531, 14531, 14531, 14531, 14531, 14531, 14531, 0, 5288, 5288, 5288, 0, 17813, 17813, 17813, 0, 10881, 10881, 10881, 10881, 10881, 0, 5288, 5288, 5288, 0, 17848, 17848, 0, 5437, 5437, 5437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[5288, 17848, 10036], [5288, 18020, 13415], [5288, 17848, 14531], [5288, 17813, 10881], [5288, 17848, 5437]]",{5288: 17},Given the knowledge: bill nelson<sep> educated at<sep> university of florida<triple> bill nelson<sep> place of birth<sep> miami<triple> bill nelson<sep> educated at<sep> university of virginia school of law<triple> bill nelson<sep> country of citizenship<sep> united states of america<triple> bill nelson<sep> educated at<sep> yale university Text to check:bill nelson was born in wakefield (the one that is the capital of west yorkshire).,[],['bill nelson'],0,3165
"[0, 0, 0, 0, 0, 1034, 1034, 1034, 1034, 1034, 1034, 1034, 0, 17848, 17848, 0, 13065, 13065, 13065, 13065, 0, 1034, 1034, 1034, 1034, 1034, 1034, 1034, 0, 18034, 0, 7319, 7319, 7319, 7319, 0, 1034, 1034, 1034, 1034, 1034, 1034, 1034, 0, 18034, 0, 16797, 16797, 16797, 0, 1034, 1034, 1034, 1034, 1034, 1034, 1034, 0, 17853, 17853, 0, 7319, 7319, 7319, 7319, 0, 1034, 1034, 1034, 1034, 1034, 1034, 1034, 0, 18020, 18020, 18020, 0, 16239, 16239, 16239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[1034, 17848, 13065], [1034, 18034, 7319], [1034, 18034, 16797], [1034, 17853, 7319], [1034, 18020, 16239]]",{1034: 29},Given the knowledge: david o. selznick<sep> educated at<sep> columbia university<triple> david o. selznick<sep> producer<sep> gone with the wind<triple> david o. selznick<sep> producer<sep> david copperfield<triple> david o. selznick<sep> executive producer<sep> gone with the wind<triple> david o. selznick<sep> place of birth<sep> pittsburgh Text to check:david o. selznick died in hollywood.,[],['hollywood'],0,667
"[0, 0, 0, 0, 0, 10963, 10963, 10963, 10963, 0, 17831, 0, 3938, 3938, 3938, 3938, 0, 10963, 10963, 10963, 10963, 0, 17848, 17848, 0, 3488, 3488, 3488, 0, 10963, 10963, 10963, 10963, 0, 17848, 17848, 0, 6851, 6851, 6851, 6851, 0, 10963, 10963, 10963, 10963, 0, 18020, 18020, 18020, 0, 5686, 5686, 0, 10963, 10963, 10963, 10963, 0, 17984, 0, 8437, 8437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3938, 3938, 3938, 3938, 0, 0]","[[10963, 17831, 3938], [10963, 17848, 3488], [10963, 17848, 6851], [10963, 18020, 5686], [10963, 17984, 8437]]",{10963: 11},Given the knowledge: michael winterbottom<sep> director<sep> the killer inside me<triple> michael winterbottom<sep> educated at<sep> balliol college<triple> michael winterbottom<sep> educated at<sep> university of oxford<triple> michael winterbottom<sep> place of birth<sep> blackburn<triple> michael winterbottom<sep> occupation<sep> film director Text to check:michael winterbottom directed the icon productions film titled the killer inside me.,[],['michael winterbottom'],0,3445
"[0, 0, 0, 0, 0, 6421, 6421, 6421, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 4046, 4046, 4046, 4046, 0, 6421, 6421, 6421, 0, 18066, 18066, 18066, 0, 630, 630, 630, 0, 6421, 6421, 6421, 0, 18066, 18066, 18066, 0, 630, 630, 630, 0, 6421, 6421, 6421, 0, 18066, 18066, 18066, 0, 9643, 9643, 0, 6421, 6421, 6421, 0, 18066, 18066, 18066, 0, 9643, 9643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6421, 6421, 6421, 0, 0]","[[6421, 17935, 4046], [6421, 18066, 630], [6421, 18066, 630], [6421, 18066, 9643], [6421, 18066, 9643]]",{6421: 531},Given the knowledge: argentina<sep> located in the administrative territorial entity<sep> santa fe province<triple> argentina<sep> shares border with<sep> paraguay<triple> argentina<sep> shares border with<sep> paraguay<triple> argentina<sep> shares border with<sep> bolivia<triple> argentina<sep> shares border with<sep> bolivia Text to check:argentina is the city located in county argentina.,['argentina'],['kilkenny'],1,2084
"[0, 0, 0, 0, 0, 2556, 2556, 0, 17783, 17783, 0, 107, 107, 107, 0, 2556, 2556, 0, 17811, 0, 10881, 10881, 10881, 10881, 10881, 0, 2556, 2556, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 107, 107, 107, 0, 2556, 2556, 0, 17782, 0, 107, 107, 107, 0, 2556, 2556, 0, 17936, 17936, 17936, 17936, 0, 5319, 5319, 5319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 107, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[2556, 17783, 107], [2556, 17811, 10881], [2556, 17935, 107], [2556, 17782, 107], [2556, 17936, 5319]]",{2556: 5},"Given the knowledge: easton<sep> capital of<sep> northampton county<triple> easton<sep> country<sep> united states of america<triple> easton<sep> located in the administrative territorial entity<sep> northampton county<triple> easton<sep> capital<sep> northampton county<triple> easton<sep> located in time zone<sep> eastern time zone Text to check:easton is the capital of northampton county, an administrative division of pennsylvania in the usa.",[],['easton'],0,2121
"[0, 0, 0, 0, 0, 15472, 15472, 15472, 15472, 0, 17848, 17848, 0, 10906, 10906, 10906, 0, 15472, 15472, 15472, 15472, 0, 17848, 17848, 0, 11069, 11069, 11069, 0, 15472, 15472, 15472, 15472, 0, 17848, 17848, 0, 5277, 5277, 5277, 5277, 0, 15472, 15472, 15472, 15472, 0, 17773, 17773, 0, 1620, 1620, 1620, 1620, 1620, 0, 15472, 15472, 15472, 15472, 0, 18020, 18020, 18020, 0, 2467, 2467, 2467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15472, 15472, 15472, 15472, 0, 0, 0, 0]","[[15472, 17848, 10906], [15472, 17848, 11069], [15472, 17848, 5277], [15472, 17773, 1620], [15472, 18020, 2467]]",{15472: 17},Given the knowledge: david foster wallace<sep> educated at<sep> harvard university<triple> david foster wallace<sep> educated at<sep> cornell university<triple> david foster wallace<sep> educated at<sep> amherst college<triple> david foster wallace<sep> award received<sep> macarthur fellows program<triple> david foster wallace<sep> place of birth<sep> ithaca Text to check:polygram filmed entertainment is the location of the college where david foster wallace was educated.,['polygram filmed entertainment'],['amherst'],1,2729
"[0, 0, 0, 0, 0, 16382, 16382, 16382, 16382, 0, 17785, 17785, 0, 6379, 6379, 6379, 6379, 6379, 6379, 0, 16382, 16382, 16382, 16382, 0, 17773, 17773, 0, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 0, 16382, 16382, 16382, 16382, 0, 18113, 0, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 0, 16382, 16382, 16382, 16382, 0, 17979, 17979, 0, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 5130, 0, 16382, 16382, 16382, 16382, 0, 17773, 17773, 0, 9764, 9764, 9764, 9764, 9764, 9764, 9764, 9764, 9764, 9764, 9764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[16382, 17785, 6379], [16382, 17773, 5130], [16382, 18113, 5130], [16382, 17979, 5130], [16382, 17773, 9764]]",{16382: 56},Given the knowledge: alan arkin<sep> cast member<sep> terror in the aisles<triple> alan arkin<sep> award received<sep> screen actors guild award for outstanding performance by a cast in a motion picture<triple> alan arkin<sep> winner<sep> screen actors guild award for outstanding performance by a cast in a motion picture<triple> alan arkin<sep> nominated for<sep> screen actors guild award for outstanding performance by a cast in a motion picture<triple> alan arkin<sep> award received<sep> bafta award for best actor in a supporting role Text to check:alan arkin is the creator of the television series that has timothy busfield in the cast.,['alan arkin'],['marshall herskovitz'],1,2344
"[0, 0, 0, 0, 0, 7831, 7831, 7831, 7831, 7831, 7831, 7831, 0, 17811, 0, 10881, 10881, 10881, 10881, 10881, 0, 7831, 7831, 7831, 7831, 7831, 7831, 7831, 0, 17969, 17969, 0, 4171, 4171, 4171, 4171, 4171, 4171, 4171, 4171, 0, 7831, 7831, 7831, 7831, 7831, 7831, 7831, 0, 18022, 18022, 18022, 0, 1366, 1366, 1366, 1366, 0, 7831, 7831, 7831, 7831, 7831, 7831, 7831, 0, 17783, 17783, 0, 4171, 4171, 4171, 4171, 4171, 4171, 4171, 4171, 0, 7831, 7831, 7831, 7831, 7831, 7831, 7831, 0, 17802, 17802, 17802, 17802, 0, 4171, 4171, 4171, 4171, 4171, 4171, 4171, 4171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7831, 7831, 7831, 7831, 7831, 7831, 7831, 0, 0]","[[7831, 17811, 10881], [7831, 17969, 4171], [7831, 18022, 1366], [7831, 17783, 4171], [7831, 17802, 4171]]",{7831: 11},Given the knowledge: san luis obispo<sep> country<sep> united states of america<triple> san luis obispo<sep> named after<sep> san luis obispo county<triple> san luis obispo<sep> place of death<sep> john sturges<triple> san luis obispo<sep> capital of<sep> san luis obispo county<triple> san luis obispo<sep> contains administrative territorial entity<sep> san luis obispo county Text to check:john sturges died in san luis obispo.,[],['john sturges'],0,3409
"[0, 0, 0, 0, 0, 9995, 9995, 0, 17785, 17785, 0, 3478, 3478, 3478, 3478, 0, 9995, 9995, 0, 17831, 0, 11365, 11365, 11365, 11365, 0, 9995, 9995, 0, 17773, 17773, 0, 1890, 1890, 1890, 1890, 0, 9995, 9995, 0, 17785, 17785, 0, 532, 532, 532, 532, 532, 0, 9995, 9995, 0, 18034, 0, 11365, 11365, 11365, 11365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[9995, 17785, 3478], [9995, 17831, 11365], [9995, 17773, 1890], [9995, 17785, 532], [9995, 18034, 11365]]",{9995: 31},Given the knowledge: sabrina<sep> cast member<sep> john williams<triple> sabrina<sep> director<sep> billy wilder<triple> sabrina<sep> award received<sep> 27th academy awards<triple> sabrina<sep> cast member<sep> humphrey bogart<triple> sabrina<sep> producer<sep> billy wilder Text to check:sabrina resides in the town where david thewlis was born.,[],['sabrina'],0,3219
"[0, 0, 0, 0, 0, 2184, 2184, 2184, 0, 17814, 17814, 17814, 0, 10881, 10881, 10881, 10881, 10881, 0, 2184, 2184, 2184, 0, 18034, 0, 7386, 7386, 7386, 7386, 0, 2184, 2184, 2184, 0, 18003, 18003, 18003, 18003, 18003, 18003, 18003, 0, 4590, 0, 2184, 2184, 2184, 0, 17785, 17785, 0, 4665, 4665, 4665, 4665, 0, 2184, 2184, 2184, 0, 17798, 0, 1075, 1075, 1075, 1075, 1075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2184, 2184, 2184, 0, 0, 0, 0, 0, 0, 7386, 7386, 7386, 7386, 0, 0]","[[2184, 17814, 10881], [2184, 18034, 7386], [2184, 18003, 4590], [2184, 17785, 4665], [2184, 17798, 1075]]",{2184: 10},Given the knowledge: shanghai<sep> country of origin<sep> united states of america<triple> shanghai<sep> producer<sep> walter wanger<triple> shanghai<sep> original language of film or tv show<sep> english<triple> shanghai<sep> cast member<sep> charles boyer<triple> shanghai<sep> composer<sep> friedrich hollaender Text to check:friedrich hollaender is the composer of shanghai (the one whose producer is walter wanger).,[],['friedrich hollaender'],0,2759
"[0, 0, 0, 0, 0, 718, 718, 718, 718, 0, 17770, 17770, 0, 8472, 8472, 8472, 0, 718, 718, 718, 718, 0, 17984, 0, 12096, 12096, 0, 718, 718, 718, 718, 0, 17770, 17770, 0, 15392, 15392, 15392, 15392, 15392, 0, 718, 718, 718, 718, 0, 18037, 18037, 0, 12010, 12010, 12010, 0, 718, 718, 718, 718, 0, 17984, 0, 13947, 13947, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12096, 12096, 0, 0]","[[718, 17770, 8472], [718, 17984, 12096], [718, 17770, 15392], [718, 18037, 12010], [718, 17984, 13947]]",{718: 12},Given the knowledge: carroll clark<sep> art director<sep> the parent trap<triple> carroll clark<sep> occupation<sep> art director<triple> carroll clark<sep> art director<sep> mary poppins<triple> carroll clark<sep> production designer<sep> king kong<triple> carroll clark<sep> occupation<sep> screenwriter Text to check:carroll clark works as an art director.,[],['art director'],0,2222
"[0, 0, 0, 0, 0, 7155, 7155, 7155, 0, 17771, 0, 4698, 4698, 4698, 4698, 4698, 0, 7155, 7155, 7155, 0, 17981, 17981, 0, 4698, 4698, 4698, 4698, 4698, 0, 7155, 7155, 7155, 0, 17814, 17814, 17814, 0, 10881, 10881, 10881, 10881, 10881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7155, 7155, 7155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7155, 17771, 4698], [7155, 17981, 4698], [7155, 17814, 10881]]","{4698: 29, 7155: 7}",Given the knowledge: jurassic park<sep> author<sep> michael crichton<triple> jurassic park<sep> notable work<sep> michael crichton<triple> jurassic park<sep> country of origin<sep> united states of america Text to check:michael crichton wrote jurassic park that received an award at the 66th academy awards.,[],['66th academy awards'],0,10
