entity_relation_ids,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 16642, 16642, 16642, 0, 17802, 17802, 17802, 17802, 0, 9449, 9449, 0, 16642, 16642, 16642, 0, 17802, 17802, 17802, 17802, 0, 15993, 15993, 15993, 15993, 15993, 0, 16642, 16642, 16642, 0, 17802, 17802, 17802, 17802, 0, 9829, 9829, 0, 16642, 16642, 16642, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 15993, 15993, 15993, 15993, 15993, 0, 16642, 16642, 16642, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 9449, 9449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[16642, 17802, 9449], [16642, 17802, 15993], [16642, 17802, 9829], [16642, 17935, 15993], [16642, 17935, 9449]]",{16642: 414},Given the knowledge: south korea<sep> contains administrative territorial entity<sep> seoul<triple> south korea<sep> contains administrative territorial entity<sep> gyeonggi province<triple> south korea<sep> contains administrative territorial entity<sep> busan<triple> south korea<sep> located in the administrative territorial entity<sep> gyeonggi province<triple> south korea<sep> located in the administrative territorial entity<sep> seoul Text to check:South Korea is the sovereign state where Samsung Electronics is located.,[],['South Korea'],0,1487
"[0, 0, 0, 0, 0, 9530, 9530, 9530, 0, 17870, 17870, 17870, 0, 4290, 4290, 4290, 4290, 0, 9530, 9530, 9530, 0, 17955, 17955, 0, 16328, 16328, 0, 9530, 9530, 9530, 0, 17955, 17955, 0, 2952, 2952, 2952, 2952, 0, 9530, 9530, 9530, 0, 17870, 17870, 17870, 0, 7467, 7467, 7467, 7467, 7467, 7467, 0, 9530, 9530, 9530, 0, 17955, 17955, 0, 9519, 9519, 9519, 9519, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[9530, 17870, 4290], [9530, 17955, 16328], [9530, 17955, 2952], [9530, 17870, 7467], [9530, 17955, 9519]]","{7888: 6, 9530: 342}","Given the knowledge: malaysia<sep> film release region<sep> monsters, inc.<triple> malaysia<sep> member of<sep> united nations<triple> malaysia<sep> member of<sep> commonwealth of nations<triple> malaysia<sep> film release region<sep> (500) days of summer<triple> malaysia<sep> member of<sep> asian development bank Text to check:Jim Cummings is a voice actor for Shrek (with a release region in Malaysia) and Animaniacs (produced by Warner Bros. Animation).",[],['Jim Cummings'],0,2515
"[0, 0, 0, 0, 0, 10512, 10512, 10512, 0, 17970, 17970, 0, 10869, 10869, 10869, 10869, 10869, 10869, 10869, 10869, 10869, 10869, 0, 10512, 10512, 10512, 0, 17871, 17871, 0, 10869, 10869, 10869, 10869, 10869, 10869, 10869, 10869, 10869, 10869, 0, 10512, 10512, 10512, 0, 17970, 17970, 0, 3047, 3047, 3047, 3047, 0, 10512, 10512, 10512, 0, 17970, 17970, 0, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10512, 10512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[10512, 17970, 10869], [10512, 17871, 10869], [10512, 17970, 3047], [10512, 17970, 1043]]",{10512: 104},Given the knowledge: new orleans<sep> narrative location<sep> the bad lieutenant: port of call new orleans<triple> new orleans<sep> filming location<sep> the bad lieutenant: port of call new orleans<triple> new orleans<sep> narrative location<sep> interview with the vampire<triple> new orleans<sep> narrative location<sep> the curious case of benjamin button Text to check:The Bad Lieutenant: Port of Call New Orleans has Fairuza Balk as a cast member and Avi Lerner as a producer.,[],['The Bad Lieutenant: Port of Call New Orleans'],0,1374
"[0, 0, 0, 0, 0, 7705, 7705, 0, 17955, 17955, 0, 12350, 12350, 12350, 12350, 12350, 12350, 0, 7705, 7705, 0, 17895, 17895, 0, 12350, 12350, 12350, 12350, 12350, 12350, 0, 7705, 7705, 0, 18021, 18021, 18021, 0, 13998, 13998, 13998, 0, 7705, 7705, 0, 17813, 17813, 17813, 0, 10881, 10881, 10881, 10881, 10881, 0, 7705, 7705, 0, 17916, 0, 15741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12350, 12350, 12350, 12350, 12350, 12350, 0, 0]","[[7705, 17955, 12350], [7705, 17895, 12350], [7705, 18021, 13998], [7705, 17813, 10881], [7705, 17916, 15741]]",{7705: 32},Given the knowledge: tom petty<sep> member of<sep> tom petty and the heartbreakers<triple> tom petty<sep> has part<sep> tom petty and the heartbreakers<triple> tom petty<sep> place of burial<sep> california<triple> tom petty<sep> country of citizenship<sep> united states of america<triple> tom petty<sep> instrument<sep> guitar Text to check:Tom Petty is a member of Tom Petty and the Heartbreakers.,[],['Tom Petty'],0,3459
"[0, 0, 0, 0, 0, 1242, 1242, 1242, 1242, 1242, 1242, 1242, 1242, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 12378, 12378, 12378, 0, 1242, 1242, 1242, 1242, 1242, 1242, 1242, 1242, 0, 17811, 0, 10881, 10881, 10881, 10881, 10881, 0, 1242, 1242, 1242, 1242, 1242, 1242, 1242, 1242, 0, 17901, 17901, 0, 12378, 12378, 12378, 0, 1242, 1242, 1242, 1242, 1242, 1242, 1242, 1242, 0, 17849, 0, 12206, 12206, 12206, 0, 0, 0, 0, 0, 0, 0, 0, 1242, 1242, 1242, 1242, 1242, 1242, 1242, 0, 0]","[[1242, 17935, 12378], [1242, 17811, 10881], [1242, 17901, 12378], [1242, 17849, 12206]]",{1242: 4},Given the knowledge: montana state university - bozeman<sep> located in the administrative territorial entity<sep> bozeman<triple> montana state university - bozeman<sep> country<sep> united states of america<triple> montana state university - bozeman<sep> headquarters location<sep> bozeman<triple> montana state university - bozeman<sep> employer<sep> bill pullman Text to check:Unknown is employed by Montana State University - Bozeman.,['Unknown'],['Bill Pullman'],1,1750
"[0, 0, 0, 0, 0, 5145, 5145, 5145, 5145, 5145, 5145, 0, 17848, 17848, 0, 7091, 7091, 7091, 7091, 0, 5145, 5145, 5145, 5145, 5145, 5145, 0, 18020, 18020, 18020, 0, 17258, 17258, 0, 5145, 5145, 5145, 5145, 5145, 5145, 0, 18022, 18022, 18022, 0, 3220, 3220, 0, 5145, 5145, 5145, 5145, 5145, 5145, 0, 17949, 17949, 17949, 0, 13548, 13548, 0, 5145, 5145, 5145, 5145, 5145, 5145, 0, 17813, 17813, 17813, 0, 4578, 4578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7091, 7091, 7091, 7091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[5145, 17848, 7091], [5145, 18020, 17258], [5145, 18022, 3220], [5145, 17949, 13548], [5145, 17813, 4578]]",{5145: 13},"Given the knowledge: abbas kiarostami<sep> educated at<sep> university of tehran<triple> abbas kiarostami<sep> place of birth<sep> tehran<triple> abbas kiarostami<sep> place of death<sep> paris<triple> abbas kiarostami<sep> manner of death<sep> natural causes<triple> abbas kiarostami<sep> country of citizenship<sep> iran Text to check:Abbas Kiarostami studied at the university that is located in university of tehran, which is the twinned administrative body of Bangkok.",[],['Abbas Kiarostami'],0,3394
"[0, 0, 0, 0, 0, 3758, 3758, 3758, 3758, 0, 17783, 17783, 0, 10043, 10043, 10043, 10043, 0, 3758, 3758, 3758, 3758, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 10043, 10043, 10043, 10043, 0, 3758, 3758, 3758, 3758, 0, 17802, 17802, 17802, 17802, 0, 10043, 10043, 10043, 10043, 0, 3758, 3758, 3758, 3758, 0, 18020, 18020, 18020, 0, 16159, 16159, 16159, 16159, 16159, 0, 3758, 3758, 3758, 3758, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 2827, 2827, 2827, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10043, 10043, 10043, 10043, 0, 0]","[[3758, 17783, 10043], [3758, 17935, 10043], [3758, 17802, 10043], [3758, 18020, 16159], [3758, 17935, 2827]]",{3758: 27},Given the knowledge: san antonio<sep> capital of<sep> bexar county<triple> san antonio<sep> located in the administrative territorial entity<sep> bexar county<triple> san antonio<sep> contains administrative territorial entity<sep> bexar county<triple> san antonio<sep> place of birth<sep> robert rodriguez<triple> san antonio<sep> located in the administrative territorial entity<sep> trinity university Text to check:San Antonio is an administrative division of Bexar County.,[],['San Antonio'],0,2287
"[0, 0, 0, 0, 0, 17231, 17231, 0, 17775, 17775, 17775, 17775, 0, 10492, 0, 17231, 17231, 0, 17986, 17986, 17986, 17986, 17986, 17986, 0, 3563, 3563, 0, 17231, 17231, 0, 17986, 17986, 17986, 17986, 17986, 17986, 0, 13290, 0, 17231, 17231, 0, 17955, 17955, 0, 16328, 16328, 0, 17231, 17231, 0, 17854, 17854, 0, 2548, 2548, 2548, 2548, 2548, 2548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17231, 0, 0]","[[17231, 17775, 10492], [17231, 17986, 3563], [17231, 17986, 13290], [17231, 17955, 16328], [17231, 17854, 2548]]","{11488: 483, 17231: 78}",Given the knowledge: yemen<sep> basic form of government<sep> republic<triple> yemen<sep> office held by head of government<sep> prime minister<triple> yemen<sep> office held by head of government<sep> president<triple> yemen<sep> member of<sep> united nations<triple> yemen<sep> exported to<sep> people's republic of china Text to check:The Master is a film that has Jet Li as a member of the cast and originates in Hong Kong (that is the release territory of Salmon Fishing in the Yemen).,[],['The Master'],0,1358
"[0, 0, 0, 0, 0, 7035, 7035, 7035, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 11389, 11389, 11389, 11389, 11389, 0, 7035, 7035, 7035, 0, 17848, 17848, 0, 16652, 16652, 16652, 16652, 16652, 0, 7035, 7035, 7035, 0, 17811, 0, 17727, 17727, 0, 7035, 7035, 7035, 0, 17848, 17848, 0, 16412, 16412, 16412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[7035, 17935, 11389], [7035, 17848, 16652], [7035, 17811, 17727], [7035, 17848, 16412]]",{7035: 4},Given the knowledge: kingston university<sep> located in the administrative territorial entity<sep> kingston upon thames<triple> kingston university<sep> educated at<sep> eric clapton<triple> kingston university<sep> country<sep> united kingdom<triple> kingston university<sep> educated at<sep> aphex twin Text to check:Kingston University is located in the town that is the headquarters location of Surrey (which contains River Thames).,[],['Kingston University'],0,1537
"[0, 0, 0, 0, 0, 14047, 14047, 14047, 14047, 0, 17829, 17829, 0, 3082, 3082, 3082, 0, 14047, 14047, 14047, 14047, 0, 17829, 17829, 0, 3082, 3082, 3082, 0, 14047, 14047, 14047, 14047, 0, 17986, 17986, 17986, 17986, 17986, 17986, 0, 1896, 0, 14047, 14047, 14047, 14047, 0, 17782, 0, 3082, 3082, 3082, 0, 14047, 14047, 14047, 14047, 0, 17783, 17783, 0, 3082, 3082, 3082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14047, 14047, 0, 0]","[[14047, 17829, 3082], [14047, 17829, 3082], [14047, 17986, 1896], [14047, 17782, 3082], [14047, 17783, 3082]]","{4281: 59, 14047: 21}",Given the knowledge: quebec city<sep> different from<sep> quebec<triple> quebec city<sep> different from<sep> quebec<triple> quebec city<sep> office held by head of government<sep> mayor<triple> quebec city<sep> capital<sep> quebec<triple> quebec city<sep> capital of<sep> quebec Text to check:Ottawa is bordered by Quebec City.,['Quebec City'],['Gatineau'],1,1431
"[0, 0, 0, 0, 0, 12833, 12833, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 6953, 6953, 6953, 6953, 6953, 6953, 6953, 0, 12833, 12833, 0, 17802, 17802, 17802, 17802, 0, 15363, 15363, 15363, 15363, 0, 12833, 12833, 0, 17802, 17802, 17802, 17802, 0, 15762, 15762, 15762, 15762, 15762, 0, 12833, 12833, 0, 17802, 17802, 17802, 17802, 0, 5325, 5325, 5325, 0, 12833, 12833, 0, 17873, 17873, 0, 14241, 14241, 14241, 14241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12833, 0, 0]","[[12833, 17935, 6953], [12833, 17802, 15363], [12833, 17802, 15762], [12833, 17802, 5325], [12833, 17873, 14241]]",{12833: 55},Given the knowledge: hamburg<sep> located in the administrative territorial entity<sep> fc st. pauli<triple> hamburg<sep> contains administrative territorial entity<sep> west germany<triple> hamburg<sep> contains administrative territorial entity<sep> nazi germany<triple> hamburg<sep> contains administrative territorial entity<sep> germany<triple> hamburg<sep> followed by<sep> holy roman empire Text to check:Hamburger SV is headquartered in Hamburg.,[],['Hamburger SV'],0,964
"[0, 0, 0, 0, 0, 5424, 5424, 5424, 0, 18066, 18066, 18066, 0, 1216, 1216, 1216, 0, 5424, 5424, 5424, 0, 18066, 18066, 18066, 0, 1216, 1216, 1216, 0, 5424, 5424, 5424, 0, 17811, 0, 10881, 10881, 10881, 10881, 10881, 0, 5424, 5424, 5424, 0, 18066, 18066, 18066, 0, 8929, 8929, 8929, 0, 5424, 5424, 5424, 0, 18066, 18066, 18066, 0, 8929, 8929, 8929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[5424, 18066, 1216], [5424, 18066, 1216], [5424, 17811, 10881], [5424, 18066, 8929], [5424, 18066, 8929]]",{5424: 17},Given the knowledge: berks county<sep> shares border with<sep> chester county<triple> berks county<sep> shares border with<sep> chester county<triple> berks county<sep> country<sep> united states of america<triple> berks county<sep> shares border with<sep> montgomery county<triple> berks county<sep> shares border with<sep> montgomery county Text to check:Berks County is the county in Pennsylvania that is the story location of Signs (featuring cast member Abigail Breslin).,['Berks County'],['Bucks County'],1,2005
"[0, 0, 0, 0, 0, 9605, 9605, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 16440, 16440, 16440, 16440, 16440, 0, 9605, 9605, 0, 17901, 17901, 0, 16440, 16440, 16440, 16440, 16440, 0, 9605, 9605, 0, 18020, 18020, 18020, 0, 7353, 7353, 7353, 7353, 7353, 0, 9605, 9605, 0, 18020, 18020, 18020, 0, 12208, 12208, 12208, 12208, 12208, 0, 9605, 9605, 0, 18020, 18020, 18020, 0, 4685, 4685, 4685, 4685, 4685, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[9605, 17935, 16440], [9605, 17901, 16440], [9605, 18020, 7353], [9605, 18020, 12208], [9605, 18020, 4685]]",{9605: 20},"Given the knowledge: london<sep> located in the administrative territorial entity<sep> university of western ontario<triple> london<sep> headquarters location<sep> university of western ontario<triple> london<sep> place of birth<sep> kate nelligan<triple> london<sep> place of birth<sep> david gilmour<triple> london<sep> place of birth<sep> hume cronyn Text to check:Russell Brand studied at the Italia Conti Academy of Theatre Arts in London, setting of Street Fighter II: The Animated Movie.",[],['Italia Conti Academy of Theatre Arts'],0,769
"[0, 0, 0, 0, 0, 15695, 15695, 15695, 15695, 15695, 0, 17957, 17957, 17957, 17957, 0, 14828, 14828, 14828, 14828, 14828, 14828, 14828, 0, 15695, 15695, 15695, 15695, 15695, 0, 17957, 17957, 17957, 17957, 0, 9403, 9403, 9403, 9403, 9403, 9403, 9403, 0, 15695, 15695, 15695, 15695, 15695, 0, 17957, 17957, 17957, 17957, 0, 883, 883, 883, 883, 883, 883, 883, 0, 15695, 15695, 15695, 15695, 15695, 0, 17957, 17957, 17957, 17957, 0, 447, 447, 447, 447, 447, 447, 447, 447, 447, 0, 15695, 15695, 15695, 15695, 15695, 0, 18077, 0, 2899, 2899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15695, 15695, 0, 0]","[[15695, 17957, 14828], [15695, 17957, 9403], [15695, 17957, 883], [15695, 17957, 447], [15695, 18077, 2899]]",{15695: 9},Given the knowledge: charlie daniels<sep> member of sports team<sep> leyton orient f.c.<triple> charlie daniels<sep> member of sports team<sep> chesterfield f.c.<triple> charlie daniels<sep> member of sports team<sep> gillingham f.c.<triple> charlie daniels<sep> member of sports team<sep> tottenham hotspur f.c.<triple> charlie daniels<sep> sport<sep> association football Text to check:fiddle is associated with country music star Charlie Daniels.,[],['fiddle'],0,703
"[0, 0, 0, 0, 0, 12886, 12886, 0, 18020, 18020, 18020, 0, 4912, 4912, 4912, 4912, 4912, 4912, 0, 12886, 12886, 0, 18020, 18020, 18020, 0, 5596, 5596, 5596, 0, 12886, 12886, 0, 17783, 17783, 0, 1265, 1265, 1265, 0, 12886, 12886, 0, 17811, 0, 10881, 10881, 10881, 10881, 10881, 0, 12886, 12886, 0, 18020, 18020, 18020, 0, 752, 752, 752, 752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4912, 4912, 4912, 4912, 0, 0, 0, 0, 0, 0]","[[12886, 18020, 4912], [12886, 18020, 5596], [12886, 17783, 1265], [12886, 17811, 10881], [12886, 18020, 752]]",{12886: 20},Given the knowledge: dayton<sep> place of birth<sep> mike nawrocki<triple> dayton<sep> place of birth<sep> mark johnson<triple> dayton<sep> capital of<sep> montgomery county<triple> dayton<sep> country<sep> united states of america<triple> dayton<sep> place of birth<sep> jonathan winters Text to check:Dayton is the birthplace of Mike Nawrocki and Cris Collinsworth.,[],['Dayton'],0,1863
"[0, 0, 0, 0, 0, 1205, 1205, 0, 17873, 17873, 0, 6340, 6340, 6340, 0, 1205, 1205, 0, 17874, 0, 6340, 6340, 6340, 0, 1205, 1205, 0, 17874, 0, 16271, 16271, 0, 1205, 1205, 0, 17873, 17873, 0, 16271, 16271, 0, 1205, 1205, 0, 18059, 18059, 0, 5512, 5512, 5512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[1205, 17873, 6340], [1205, 17874, 6340], [1205, 17874, 16271], [1205, 17873, 16271], [1205, 18059, 5512]]",{1205: 7},Given the knowledge: august<sep> followed by<sep> september<triple> august<sep> follows<sep> september<triple> august<sep> follows<sep> july<triple> august<sep> followed by<sep> july<triple> august<sep> season starts<sep> efl championship Text to check:August is written by Anton Chekhov.,[],['August'],0,3169
"[0, 0, 0, 0, 0, 714, 714, 714, 714, 0, 17785, 17785, 0, 1652, 1652, 1652, 1652, 0, 714, 714, 714, 714, 0, 17853, 17853, 0, 5123, 5123, 5123, 0, 714, 714, 714, 714, 0, 17984, 0, 17194, 17194, 0, 714, 714, 714, 714, 0, 17785, 17785, 0, 2365, 2365, 2365, 0, 714, 714, 714, 714, 0, 17785, 17785, 0, 9705, 9705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[714, 17785, 1652], [714, 17853, 5123], [714, 17984, 17194], [714, 17785, 2365], [714, 17785, 9705]]",{714: 46},Given the knowledge: mark wahlberg<sep> cast member<sep> planet of the apes<triple> mark wahlberg<sep> executive producer<sep> boardwalk empire<triple> mark wahlberg<sep> occupation<sep> film producer<triple> mark wahlberg<sep> cast member<sep> boogie nights<triple> mark wahlberg<sep> cast member<sep> contraband Text to check:Mark Wahlberg is an executive producer of the television film that received 17th Screen Actors Guild Awards.,['Mark Wahlberg'],['Gil Bellows'],1,2930
"[0, 0, 0, 0, 0, 10906, 10906, 10906, 0, 17848, 17848, 0, 11076, 11076, 11076, 11076, 0, 10906, 10906, 10906, 0, 17848, 17848, 0, 13956, 13956, 13956, 13956, 0, 10906, 10906, 10906, 0, 17848, 17848, 0, 10175, 10175, 10175, 0, 10906, 10906, 10906, 0, 17848, 17848, 0, 3920, 3920, 3920, 3920, 3920, 3920, 0, 10906, 10906, 10906, 0, 17848, 17848, 0, 4698, 4698, 4698, 4698, 4698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10906, 10906, 0, 0]","[[10906, 17848, 11076], [10906, 17848, 13956], [10906, 17848, 10175], [10906, 17848, 3920], [10906, 17848, 4698]]",{10906: 158},Given the knowledge: harvard university<sep> educated at<sep> ron weiner<triple> harvard university<sep> educated at<sep> natalie portman<triple> harvard university<sep> educated at<sep> tom johnson<triple> harvard university<sep> educated at<sep> anne mccaffrey<triple> harvard university<sep> educated at<sep> michael crichton Text to check:Dermot Mulroney was educated at Harvard University.,['Harvard University'],['Northwestern University'],1,1055
"[0, 0, 0, 0, 0, 3293, 3293, 3293, 3293, 3293, 0, 17813, 17813, 17813, 0, 17043, 17043, 17043, 17043, 17043, 0, 3293, 3293, 3293, 3293, 3293, 0, 18113, 0, 12904, 12904, 12904, 12904, 0, 3293, 3293, 3293, 3293, 3293, 0, 17851, 17851, 0, 14923, 14923, 0, 3293, 3293, 3293, 3293, 3293, 0, 17773, 17773, 0, 12904, 12904, 12904, 12904, 0, 3293, 3293, 3293, 3293, 3293, 0, 17813, 17813, 17813, 0, 13901, 13901, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17043, 17043, 17043, 0, 0]","[[3293, 17813, 17043], [3293, 18113, 12904], [3293, 17851, 14923], [3293, 17773, 12904], [3293, 17813, 13901]]",{3293: 14},Given the knowledge: yasser arafat<sep> country of citizenship<sep> palestinian national authority<triple> yasser arafat<sep> winner<sep> nobel peace prize<triple> yasser arafat<sep> ethnic group<sep> arab<triple> yasser arafat<sep> award received<sep> nobel peace prize<triple> yasser arafat<sep> country of citizenship<sep> egypt Text to check:Yasser Arafat was the citizen of Palestinian National Authority.,[],['Palestinian National Authority'],0,2901
"[0, 0, 0, 0, 0, 16875, 16875, 16875, 16875, 0, 18022, 18022, 18022, 0, 10416, 10416, 10416, 0, 16875, 16875, 16875, 16875, 0, 18034, 0, 15392, 15392, 15392, 15392, 15392, 0, 16875, 16875, 16875, 16875, 0, 17877, 17877, 0, 7826, 7826, 7826, 7826, 7826, 0, 16875, 16875, 16875, 16875, 0, 17773, 17773, 0, 2944, 2944, 2944, 2944, 0, 16875, 16875, 16875, 16875, 0, 17813, 17813, 17813, 0, 10881, 10881, 10881, 10881, 10881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7826, 7826, 7826, 0, 0]","[[16875, 18022, 10416], [16875, 18034, 15392], [16875, 17877, 7826], [16875, 17773, 2944], [16875, 17813, 10881]]",{16875: 73},Given the knowledge: walt disney<sep> place of death<sep> los angeles<triple> walt disney<sep> producer<sep> mary poppins<triple> walt disney<sep> founded by<sep> walt disney pictures<triple> walt disney<sep> award received<sep> 41st academy awards<triple> walt disney<sep> country of citizenship<sep> united states of america Text to check:Touchstone Pictures is a subsidiary of Walt Disney Pictures.,['Touchstone Pictures'],['Walt Disney Animation Studios'],1,2704
"[0, 0, 0, 0, 0, 14389, 14389, 14389, 14389, 14389, 0, 18067, 0, 9118, 9118, 9118, 9118, 9118, 0, 14389, 14389, 14389, 14389, 14389, 0, 18067, 0, 9118, 9118, 9118, 9118, 9118, 0, 14389, 14389, 14389, 14389, 14389, 0, 17831, 0, 12853, 12853, 12853, 12853, 12853, 12853, 0, 14389, 14389, 14389, 14389, 14389, 0, 18058, 18058, 0, 12853, 12853, 12853, 12853, 12853, 12853, 0, 14389, 14389, 14389, 14389, 14389, 0, 17848, 17848, 0, 13065, 13065, 13065, 13065, 0, 0, 0, 0, 0, 0, 0, 0, 9118, 9118, 9118, 0, 0, 0, 0]","[[14389, 18067, 9118], [14389, 18067, 9118], [14389, 17831, 12853], [14389, 18058, 12853], [14389, 17848, 13065]]",{14389: 14},Given the knowledge: peter farrelly<sep> sibling<sep> bobby farrelly<triple> peter farrelly<sep> sibling<sep> bobby farrelly<triple> peter farrelly<sep> director<sep> there's something about mary<triple> peter farrelly<sep> screenwriter<sep> there's something about mary<triple> peter farrelly<sep> educated at<sep> columbia university Text to check:Peter Farrelly is Bobby Farrelly's sibling.,[],['Peter Farrelly'],0,319
"[0, 0, 0, 0, 0, 3685, 3685, 3685, 3685, 0, 17819, 17819, 0, 13340, 13340, 13340, 13340, 0, 3685, 3685, 3685, 3685, 0, 17848, 17848, 0, 5437, 5437, 5437, 0, 3685, 3685, 3685, 3685, 0, 17848, 17848, 0, 4810, 4810, 4810, 4810, 0, 3685, 3685, 3685, 3685, 0, 17914, 17914, 0, 14704, 14704, 14704, 14704, 14704, 14704, 0, 3685, 3685, 3685, 3685, 0, 17848, 17848, 0, 5726, 5726, 5726, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[3685, 17819, 13340], [3685, 17848, 5437], [3685, 17848, 4810], [3685, 17914, 14704], [3685, 17848, 5726]]",{3685: 76},Given the knowledge: meryl streep<sep> depicted by<sep> margaret thatcher<triple> meryl streep<sep> educated at<sep> yale university<triple> meryl streep<sep> educated at<sep> vassar college<triple> meryl streep<sep> influenced by<sep> reese witherspoon<triple> meryl streep<sep> educated at<sep> dartmouth college Text to check:Meryl Streep is influenced by Gena Rowlands.,['Meryl Streep'],['Reese Witherspoon'],1,772
"[0, 0, 0, 0, 0, 10881, 10881, 10881, 10881, 10881, 0, 17814, 17814, 17814, 0, 4517, 4517, 4517, 4517, 0, 10881, 10881, 10881, 10881, 10881, 0, 17814, 17814, 17814, 0, 14843, 14843, 14843, 14843, 14843, 0, 10881, 10881, 10881, 10881, 10881, 0, 17814, 17814, 17814, 0, 14669, 14669, 14669, 0, 10881, 10881, 10881, 10881, 10881, 0, 17814, 17814, 17814, 0, 4301, 4301, 4301, 4301, 4301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10881, 10881, 10881, 10881, 0, 0]","[[10881, 17814, 4517], [10881, 17814, 14843], [10881, 17814, 14669], [10881, 17814, 4301]]","{9976: 15, 10881: 11553}",Given the knowledge: united states of america<sep> country of origin<sep> enemy at the gates<triple> united states of america<sep> country of origin<sep> malcolm in the middle<triple> united states of america<sep> country of origin<sep> on golden pond<triple> united states of america<sep> country of origin<sep> panic! at the disco Text to check:Utica is an administrative division of Oneida County in United States of America.,[],['Utica'],0,665
"[0, 0, 0, 0, 0, 1254, 1254, 1254, 1254, 0, 17811, 0, 17727, 17727, 0, 1254, 1254, 1254, 1254, 0, 18020, 18020, 18020, 0, 2437, 2437, 2437, 2437, 0, 1254, 1254, 1254, 1254, 0, 17942, 17942, 17942, 0, 11813, 11813, 11813, 11813, 0, 1254, 1254, 1254, 1254, 0, 18020, 18020, 18020, 0, 7732, 7732, 7732, 0, 1254, 1254, 1254, 1254, 0, 18066, 18066, 18066, 0, 308, 308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11813, 11813, 11813, 11813, 0, 0, 0, 0]","[[1254, 17811, 17727], [1254, 18020, 2437], [1254, 17942, 11813], [1254, 18020, 7732], [1254, 18066, 308]]",{1254: 6},Given the knowledge: hemel hempstead<sep> country<sep> united kingdom<triple> hemel hempstead<sep> place of birth<sep> steven wilson<triple> hemel hempstead<sep> location of formation<sep> porcupine tree<triple> hemel hempstead<sep> place of birth<sep> lee grant<triple> hemel hempstead<sep> shares border with<sep> luton Text to check:Hemel Hempstead is the town where Porcupine Tree was formed.,[],['Hemel Hempstead'],0,3188
